threshold,precision,recall,f1_score,tn,fp,fn,tp,model_name
0.545,0.9852941176470589,0.7052631578947368,0.8220858895705522,56650.0,1.0,28.0,67.0,Random Forest
0.546,0.9852941176470589,0.7052631578947368,0.8220858895705522,56650.0,1.0,28.0,67.0,Random Forest
0.547,0.9852941176470589,0.7052631578947368,0.8220858895705522,56650.0,1.0,28.0,67.0,Random Forest
0.548,0.9852941176470589,0.7052631578947368,0.8220858895705522,56650.0,1.0,28.0,67.0,Random Forest
0.549,0.9852941176470589,0.7052631578947368,0.8220858895705522,56650.0,1.0,28.0,67.0,Random Forest
0.55,0.9852941176470589,0.7052631578947368,0.8220858895705522,56650.0,1.0,28.0,67.0,Random Forest
0.551,0.9852941176470589,0.7052631578947368,0.8220858895705522,56650.0,1.0,28.0,67.0,Random Forest
0.552,0.9852941176470589,0.7052631578947368,0.8220858895705522,56650.0,1.0,28.0,67.0,Random Forest
0.553,0.9852941176470589,0.7052631578947368,0.8220858895705522,56650.0,1.0,28.0,67.0,Random Forest
0.554,0.9852941176470589,0.7052631578947368,0.8220858895705522,56650.0,1.0,28.0,67.0,Random Forest
0.555,0.9852941176470589,0.7052631578947368,0.8220858895705522,56650.0,1.0,28.0,67.0,Random Forest
0.556,0.9852941176470589,0.7052631578947368,0.8220858895705522,56650.0,1.0,28.0,67.0,Random Forest
0.557,0.9852941176470589,0.7052631578947368,0.8220858895705522,56650.0,1.0,28.0,67.0,Random Forest
0.558,0.9852941176470589,0.7052631578947368,0.8220858895705522,56650.0,1.0,28.0,67.0,Random Forest
0.559,0.9852941176470589,0.7052631578947368,0.8220858895705522,56650.0,1.0,28.0,67.0,Random Forest
0.56,0.9852941176470589,0.7052631578947368,0.8220858895705522,56650.0,1.0,28.0,67.0,Random Forest
0.561,0.9850746268656716,0.6947368421052632,0.8148148148148148,56650.0,1.0,29.0,66.0,Random Forest
0.562,0.9850746268656716,0.6947368421052632,0.8148148148148148,56650.0,1.0,29.0,66.0,Random Forest
0.5630000000000001,0.9850746268656716,0.6947368421052632,0.8148148148148148,56650.0,1.0,29.0,66.0,Random Forest
0.5640000000000001,0.9850746268656716,0.6947368421052632,0.8148148148148148,56650.0,1.0,29.0,66.0,Random Forest
0.5650000000000001,0.9850746268656716,0.6947368421052632,0.8148148148148148,56650.0,1.0,29.0,66.0,Random Forest
0.5660000000000001,0.9850746268656716,0.6947368421052632,0.8148148148148148,56650.0,1.0,29.0,66.0,Random Forest
0.5670000000000001,0.9850746268656716,0.6947368421052632,0.8148148148148148,56650.0,1.0,29.0,66.0,Random Forest
0.5680000000000001,0.9850746268656716,0.6947368421052632,0.8148148148148148,56650.0,1.0,29.0,66.0,Random Forest
0.5690000000000001,0.9850746268656716,0.6947368421052632,0.8148148148148148,56650.0,1.0,29.0,66.0,Random Forest
0.5700000000000001,0.9850746268656716,0.6947368421052632,0.8148148148148148,56650.0,1.0,29.0,66.0,Random Forest
0.5710000000000001,0.9850746268656716,0.6947368421052632,0.8148148148148148,56650.0,1.0,29.0,66.0,Random Forest
0.5720000000000001,0.9850746268656716,0.6947368421052632,0.8148148148148148,56650.0,1.0,29.0,66.0,Random Forest
0.5730000000000001,0.9850746268656716,0.6947368421052632,0.8148148148148148,56650.0,1.0,29.0,66.0,Random Forest
0.5740000000000001,0.9848484848484849,0.6842105263157895,0.8074534161490683,56650.0,1.0,30.0,65.0,Random Forest
0.5750000000000001,0.9848484848484849,0.6842105263157895,0.8074534161490683,56650.0,1.0,30.0,65.0,Random Forest
0.5760000000000001,0.9848484848484849,0.6842105263157895,0.8074534161490683,56650.0,1.0,30.0,65.0,Random Forest
0.577,0.9848484848484849,0.6842105263157895,0.8074534161490683,56650.0,1.0,30.0,65.0,Random Forest
0.578,0.9848484848484849,0.6842105263157895,0.8074534161490683,56650.0,1.0,30.0,65.0,Random Forest
0.579,0.9848484848484849,0.6842105263157895,0.8074534161490683,56650.0,1.0,30.0,65.0,Random Forest
0.58,0.9848484848484849,0.6842105263157895,0.8074534161490683,56650.0,1.0,30.0,65.0,Random Forest
0.581,0.9848484848484849,0.6842105263157895,0.8074534161490683,56650.0,1.0,30.0,65.0,Random Forest
0.582,0.9848484848484849,0.6842105263157895,0.8074534161490683,56650.0,1.0,30.0,65.0,Random Forest
0.583,0.9848484848484849,0.6842105263157895,0.8074534161490683,56650.0,1.0,30.0,65.0,Random Forest
0.584,0.9848484848484849,0.6842105263157895,0.8074534161490683,56650.0,1.0,30.0,65.0,Random Forest
0.585,0.9848484848484849,0.6842105263157895,0.8074534161490683,56650.0,1.0,30.0,65.0,Random Forest
0.586,0.9848484848484849,0.6842105263157895,0.8074534161490683,56650.0,1.0,30.0,65.0,Random Forest
0.587,0.9848484848484849,0.6842105263157895,0.8074534161490683,56650.0,1.0,30.0,65.0,Random Forest
0.588,0.9848484848484849,0.6842105263157895,0.8074534161490683,56650.0,1.0,30.0,65.0,Random Forest
0.589,0.9848484848484849,0.6842105263157895,0.8074534161490683,56650.0,1.0,30.0,65.0,Random Forest
0.59,0.9848484848484849,0.6842105263157895,0.8074534161490683,56650.0,1.0,30.0,65.0,Random Forest
0.591,0.9848484848484849,0.6842105263157895,0.8074534161490683,56650.0,1.0,30.0,65.0,Random Forest
0.592,0.9848484848484849,0.6842105263157895,0.8074534161490683,56650.0,1.0,30.0,65.0,Random Forest
0.593,0.9848484848484849,0.6842105263157895,0.8074534161490683,56650.0,1.0,30.0,65.0,Random Forest
0.594,0.9848484848484849,0.6842105263157895,0.8074534161490683,56650.0,1.0,30.0,65.0,Random Forest
0.595,0.9848484848484849,0.6842105263157895,0.8074534161490683,56650.0,1.0,30.0,65.0,Random Forest
0.596,0.9848484848484849,0.6842105263157895,0.8074534161490683,56650.0,1.0,30.0,65.0,Random Forest
0.597,0.9848484848484849,0.6842105263157895,0.8074534161490683,56650.0,1.0,30.0,65.0,Random Forest
0.598,0.9848484848484849,0.6842105263157895,0.8074534161490683,56650.0,1.0,30.0,65.0,Random Forest
0.599,0.9848484848484849,0.6842105263157895,0.8074534161490683,56650.0,1.0,30.0,65.0,Random Forest
0.6,0.9848484848484849,0.6842105263157895,0.8074534161490683,56650.0,1.0,30.0,65.0,Random Forest
0.601,0.9848484848484849,0.6842105263157895,0.8074534161490683,56650.0,1.0,30.0,65.0,Random Forest
0.602,0.9848484848484849,0.6842105263157895,0.8074534161490683,56650.0,1.0,30.0,65.0,Random Forest
0.603,0.9848484848484849,0.6842105263157895,0.8074534161490683,56650.0,1.0,30.0,65.0,Random Forest
0.604,0.9848484848484849,0.6842105263157895,0.8074534161490683,56650.0,1.0,30.0,65.0,Random Forest
0.605,0.9848484848484849,0.6842105263157895,0.8074534161490683,56650.0,1.0,30.0,65.0,Random Forest
0.606,0.9848484848484849,0.6842105263157895,0.8074534161490683,56650.0,1.0,30.0,65.0,Random Forest
0.607,0.9848484848484849,0.6842105263157895,0.8074534161490683,56650.0,1.0,30.0,65.0,Random Forest
0.608,0.9848484848484849,0.6842105263157895,0.8074534161490683,56650.0,1.0,30.0,65.0,Random Forest
0.609,0.9848484848484849,0.6842105263157895,0.8074534161490683,56650.0,1.0,30.0,65.0,Random Forest
0.61,0.9848484848484849,0.6842105263157895,0.8074534161490683,56650.0,1.0,30.0,65.0,Random Forest
0.611,0.9846153846153847,0.6736842105263158,0.8,56650.0,1.0,31.0,64.0,Random Forest
0.612,0.9846153846153847,0.6736842105263158,0.8,56650.0,1.0,31.0,64.0,Random Forest
0.613,0.9846153846153847,0.6736842105263158,0.8,56650.0,1.0,31.0,64.0,Random Forest
0.614,0.9846153846153847,0.6736842105263158,0.8,56650.0,1.0,31.0,64.0,Random Forest
0.615,0.9846153846153847,0.6736842105263158,0.8,56650.0,1.0,31.0,64.0,Random Forest
0.616,0.9846153846153847,0.6736842105263158,0.8,56650.0,1.0,31.0,64.0,Random Forest
0.617,0.9846153846153847,0.6736842105263158,0.8,56650.0,1.0,31.0,64.0,Random Forest
0.618,0.9846153846153847,0.6736842105263158,0.8,56650.0,1.0,31.0,64.0,Random Forest
0.619,0.9846153846153847,0.6736842105263158,0.8,56650.0,1.0,31.0,64.0,Random Forest
0.62,0.9846153846153847,0.6736842105263158,0.8,56650.0,1.0,31.0,64.0,Random Forest
0.621,0.9846153846153847,0.6736842105263158,0.8,56650.0,1.0,31.0,64.0,Random Forest
0.622,0.9846153846153847,0.6736842105263158,0.8,56650.0,1.0,31.0,64.0,Random Forest
0.623,0.9846153846153847,0.6736842105263158,0.8,56650.0,1.0,31.0,64.0,Random Forest
0.624,0.9846153846153847,0.6736842105263158,0.8,56650.0,1.0,31.0,64.0,Random Forest
0.625,0.9846153846153847,0.6736842105263158,0.8,56650.0,1.0,31.0,64.0,Random Forest
0.626,0.9846153846153847,0.6736842105263158,0.8,56650.0,1.0,31.0,64.0,Random Forest
0.627,0.9846153846153847,0.6736842105263158,0.8,56650.0,1.0,31.0,64.0,Random Forest
0.628,0.9846153846153847,0.6736842105263158,0.8,56650.0,1.0,31.0,64.0,Random Forest
0.629,0.9846153846153847,0.6736842105263158,0.8,56650.0,1.0,31.0,64.0,Random Forest
0.63,0.9846153846153847,0.6736842105263158,0.8,56650.0,1.0,31.0,64.0,Random Forest
0.631,0.9846153846153847,0.6736842105263158,0.8,56650.0,1.0,31.0,64.0,Random Forest
0.632,0.9846153846153847,0.6736842105263158,0.8,56650.0,1.0,31.0,64.0,Random Forest
0.633,0.9846153846153847,0.6736842105263158,0.8,56650.0,1.0,31.0,64.0,Random Forest
0.634,0.9846153846153847,0.6736842105263158,0.8,56650.0,1.0,31.0,64.0,Random Forest
0.635,0.9846153846153847,0.6736842105263158,0.8,56650.0,1.0,31.0,64.0,Random Forest
0.636,0.9846153846153847,0.6736842105263158,0.8,56650.0,1.0,31.0,64.0,Random Forest
0.637,0.984375,0.6631578947368421,0.7924528301886793,56650.0,1.0,32.0,63.0,Random Forest
0.638,0.984375,0.6631578947368421,0.7924528301886793,56650.0,1.0,32.0,63.0,Random Forest
0.639,0.984375,0.6631578947368421,0.7924528301886793,56650.0,1.0,32.0,63.0,Random Forest
0.64,0.984375,0.6631578947368421,0.7924528301886793,56650.0,1.0,32.0,63.0,Random Forest
0.641,0.984375,0.6631578947368421,0.7924528301886793,56650.0,1.0,32.0,63.0,Random Forest
0.642,0.984375,0.6631578947368421,0.7924528301886793,56650.0,1.0,32.0,63.0,Random Forest
0.643,0.984375,0.6631578947368421,0.7924528301886793,56650.0,1.0,32.0,63.0,Random Forest
0.644,0.984375,0.6631578947368421,0.7924528301886793,56650.0,1.0,32.0,63.0,Random Forest
0.645,0.984375,0.6631578947368421,0.7924528301886793,56650.0,1.0,32.0,63.0,Random Forest
0.646,0.984375,0.6631578947368421,0.7924528301886793,56650.0,1.0,32.0,63.0,Random Forest
0.647,0.984375,0.6631578947368421,0.7924528301886793,56650.0,1.0,32.0,63.0,Random Forest
0.648,0.984375,0.6631578947368421,0.7924528301886793,56650.0,1.0,32.0,63.0,Random Forest
0.649,0.984375,0.6631578947368421,0.7924528301886793,56650.0,1.0,32.0,63.0,Random Forest
0.65,0.984375,0.6631578947368421,0.7924528301886793,56650.0,1.0,32.0,63.0,Random Forest
0.651,0.984375,0.6631578947368421,0.7924528301886793,56650.0,1.0,32.0,63.0,Random Forest
0.652,0.984375,0.6631578947368421,0.7924528301886793,56650.0,1.0,32.0,63.0,Random Forest
0.653,0.984375,0.6631578947368421,0.7924528301886793,56650.0,1.0,32.0,63.0,Random Forest
0.654,0.984375,0.6631578947368421,0.7924528301886793,56650.0,1.0,32.0,63.0,Random Forest
0.655,0.984375,0.6631578947368421,0.7924528301886793,56650.0,1.0,32.0,63.0,Random Forest
0.656,0.984375,0.6631578947368421,0.7924528301886793,56650.0,1.0,32.0,63.0,Random Forest
0.657,0.984375,0.6631578947368421,0.7924528301886793,56650.0,1.0,32.0,63.0,Random Forest
0.658,0.984375,0.6631578947368421,0.7924528301886793,56650.0,1.0,32.0,63.0,Random Forest
0.659,0.984375,0.6631578947368421,0.7924528301886793,56650.0,1.0,32.0,63.0,Random Forest
0.66,0.984375,0.6631578947368421,0.7924528301886793,56650.0,1.0,32.0,63.0,Random Forest
0.661,0.984375,0.6631578947368421,0.7924528301886793,56650.0,1.0,32.0,63.0,Random Forest
0.662,0.984375,0.6631578947368421,0.7924528301886793,56650.0,1.0,32.0,63.0,Random Forest
0.663,0.984375,0.6631578947368421,0.7924528301886793,56650.0,1.0,32.0,63.0,Random Forest
0.664,0.984375,0.6631578947368421,0.7924528301886793,56650.0,1.0,32.0,63.0,Random Forest
0.665,0.984375,0.6631578947368421,0.7924528301886793,56650.0,1.0,32.0,63.0,Random Forest
0.666,0.984375,0.6631578947368421,0.7924528301886793,56650.0,1.0,32.0,63.0,Random Forest
0.667,0.984375,0.6631578947368421,0.7924528301886793,56650.0,1.0,32.0,63.0,Random Forest
0.668,0.984375,0.6631578947368421,0.7924528301886793,56650.0,1.0,32.0,63.0,Random Forest
0.669,0.984375,0.6631578947368421,0.7924528301886793,56650.0,1.0,32.0,63.0,Random Forest
0.67,0.984375,0.6631578947368421,0.7924528301886793,56650.0,1.0,32.0,63.0,Random Forest
0.671,0.984375,0.6631578947368421,0.7924528301886793,56650.0,1.0,32.0,63.0,Random Forest
0.672,0.984375,0.6631578947368421,0.7924528301886793,56650.0,1.0,32.0,63.0,Random Forest
0.673,0.984375,0.6631578947368421,0.7924528301886793,56650.0,1.0,32.0,63.0,Random Forest
0.674,0.984375,0.6631578947368421,0.7924528301886793,56650.0,1.0,32.0,63.0,Random Forest
0.675,0.984375,0.6631578947368421,0.7924528301886793,56650.0,1.0,32.0,63.0,Random Forest
0.676,0.984375,0.6631578947368421,0.7924528301886793,56650.0,1.0,32.0,63.0,Random Forest
0.677,0.9841269841269841,0.6526315789473685,0.7848101265822784,56650.0,1.0,33.0,62.0,Random Forest
0.678,0.9841269841269841,0.6526315789473685,0.7848101265822784,56650.0,1.0,33.0,62.0,Random Forest
0.679,0.9841269841269841,0.6526315789473685,0.7848101265822784,56650.0,1.0,33.0,62.0,Random Forest
0.68,0.9841269841269841,0.6526315789473685,0.7848101265822784,56650.0,1.0,33.0,62.0,Random Forest
0.681,0.9841269841269841,0.6526315789473685,0.7848101265822784,56650.0,1.0,33.0,62.0,Random Forest
0.682,0.9841269841269841,0.6526315789473685,0.7848101265822784,56650.0,1.0,33.0,62.0,Random Forest
0.683,0.9841269841269841,0.6526315789473685,0.7848101265822784,56650.0,1.0,33.0,62.0,Random Forest
0.684,0.9841269841269841,0.6526315789473685,0.7848101265822784,56650.0,1.0,33.0,62.0,Random Forest
0.685,0.9841269841269841,0.6526315789473685,0.7848101265822784,56650.0,1.0,33.0,62.0,Random Forest
0.686,0.9841269841269841,0.6526315789473685,0.7848101265822784,56650.0,1.0,33.0,62.0,Random Forest
0.687,0.9841269841269841,0.6526315789473685,0.7848101265822784,56650.0,1.0,33.0,62.0,Random Forest
0.6880000000000001,0.9841269841269841,0.6526315789473685,0.7848101265822784,56650.0,1.0,33.0,62.0,Random Forest
0.6890000000000001,0.9841269841269841,0.6526315789473685,0.7848101265822784,56650.0,1.0,33.0,62.0,Random Forest
0.6900000000000001,0.9841269841269841,0.6526315789473685,0.7848101265822784,56650.0,1.0,33.0,62.0,Random Forest
0.6910000000000001,0.9841269841269841,0.6526315789473685,0.7848101265822784,56650.0,1.0,33.0,62.0,Random Forest
0.6920000000000001,0.9841269841269841,0.6526315789473685,0.7848101265822784,56650.0,1.0,33.0,62.0,Random Forest
0.6930000000000001,0.9841269841269841,0.6526315789473685,0.7848101265822784,56650.0,1.0,33.0,62.0,Random Forest
0.6940000000000001,0.9841269841269841,0.6526315789473685,0.7848101265822784,56650.0,1.0,33.0,62.0,Random Forest
0.6950000000000001,0.9841269841269841,0.6526315789473685,0.7848101265822784,56650.0,1.0,33.0,62.0,Random Forest
0.6960000000000001,0.9841269841269841,0.6526315789473685,0.7848101265822784,56650.0,1.0,33.0,62.0,Random Forest
0.6970000000000001,0.9841269841269841,0.6526315789473685,0.7848101265822784,56650.0,1.0,33.0,62.0,Random Forest
0.6980000000000001,0.9841269841269841,0.6526315789473685,0.7848101265822784,56650.0,1.0,33.0,62.0,Random Forest
0.6990000000000001,0.9841269841269841,0.6526315789473685,0.7848101265822784,56650.0,1.0,33.0,62.0,Random Forest
0.7000000000000001,0.9841269841269841,0.6526315789473685,0.7848101265822784,56650.0,1.0,33.0,62.0,Random Forest
0.7010000000000001,0.9841269841269841,0.6526315789473685,0.7848101265822784,56650.0,1.0,33.0,62.0,Random Forest
0.7020000000000001,0.9841269841269841,0.6526315789473685,0.7848101265822784,56650.0,1.0,33.0,62.0,Random Forest
0.7030000000000001,0.9841269841269841,0.6526315789473685,0.7848101265822784,56650.0,1.0,33.0,62.0,Random Forest
0.704,0.9841269841269841,0.6526315789473685,0.7848101265822784,56650.0,1.0,33.0,62.0,Random Forest
0.705,0.9841269841269841,0.6526315789473685,0.7848101265822784,56650.0,1.0,33.0,62.0,Random Forest
0.706,0.9841269841269841,0.6526315789473685,0.7848101265822784,56650.0,1.0,33.0,62.0,Random Forest
0.707,0.9838709677419355,0.6421052631578947,0.7770700636942676,56650.0,1.0,34.0,61.0,Random Forest
0.708,0.9838709677419355,0.6421052631578947,0.7770700636942676,56650.0,1.0,34.0,61.0,Random Forest
0.709,0.9838709677419355,0.6421052631578947,0.7770700636942676,56650.0,1.0,34.0,61.0,Random Forest
0.71,0.9838709677419355,0.6421052631578947,0.7770700636942676,56650.0,1.0,34.0,61.0,Random Forest
0.711,0.9836065573770492,0.631578947368421,0.7692307692307693,56650.0,1.0,35.0,60.0,Random Forest
0.712,0.9836065573770492,0.631578947368421,0.7692307692307693,56650.0,1.0,35.0,60.0,Random Forest
0.713,0.9836065573770492,0.631578947368421,0.7692307692307693,56650.0,1.0,35.0,60.0,Random Forest
0.714,0.9833333333333333,0.6210526315789474,0.7612903225806451,56650.0,1.0,36.0,59.0,Random Forest
0.715,0.9833333333333333,0.6210526315789474,0.7612903225806451,56650.0,1.0,36.0,59.0,Random Forest
0.716,0.9833333333333333,0.6210526315789474,0.7612903225806451,56650.0,1.0,36.0,59.0,Random Forest
0.717,0.9833333333333333,0.6210526315789474,0.7612903225806451,56650.0,1.0,36.0,59.0,Random Forest
0.718,0.9833333333333333,0.6210526315789474,0.7612903225806451,56650.0,1.0,36.0,59.0,Random Forest
0.719,0.9833333333333333,0.6210526315789474,0.7612903225806451,56650.0,1.0,36.0,59.0,Random Forest
0.72,0.9833333333333333,0.6210526315789474,0.7612903225806451,56650.0,1.0,36.0,59.0,Random Forest
0.721,0.9830508474576272,0.6105263157894737,0.7532467532467533,56650.0,1.0,37.0,58.0,Random Forest
0.722,0.9830508474576272,0.6105263157894737,0.7532467532467533,56650.0,1.0,37.0,58.0,Random Forest
0.723,0.9830508474576272,0.6105263157894737,0.7532467532467533,56650.0,1.0,37.0,58.0,Random Forest
0.724,0.9827586206896551,0.6,0.7450980392156863,56650.0,1.0,38.0,57.0,Random Forest
0.725,0.9827586206896551,0.6,0.7450980392156863,56650.0,1.0,38.0,57.0,Random Forest
0.726,0.9827586206896551,0.6,0.7450980392156863,56650.0,1.0,38.0,57.0,Random Forest
0.727,0.9824561403508771,0.5894736842105263,0.7368421052631579,56650.0,1.0,39.0,56.0,Random Forest
0.728,0.9824561403508771,0.5894736842105263,0.7368421052631579,56650.0,1.0,39.0,56.0,Random Forest
0.729,0.9824561403508771,0.5894736842105263,0.7368421052631579,56650.0,1.0,39.0,56.0,Random Forest
0.73,0.9824561403508771,0.5894736842105263,0.7368421052631579,56650.0,1.0,39.0,56.0,Random Forest
0.731,0.9821428571428571,0.5789473684210527,0.7284768211920529,56650.0,1.0,40.0,55.0,Random Forest
0.732,0.9821428571428571,0.5789473684210527,0.7284768211920529,56650.0,1.0,40.0,55.0,Random Forest
0.733,0.9821428571428571,0.5789473684210527,0.7284768211920529,56650.0,1.0,40.0,55.0,Random Forest
0.734,0.9821428571428571,0.5789473684210527,0.7284768211920529,56650.0,1.0,40.0,55.0,Random Forest
0.735,0.9821428571428571,0.5789473684210527,0.7284768211920529,56650.0,1.0,40.0,55.0,Random Forest
0.736,0.9821428571428571,0.5789473684210527,0.7284768211920529,56650.0,1.0,40.0,55.0,Random Forest
0.737,0.9821428571428571,0.5789473684210527,0.7284768211920529,56650.0,1.0,40.0,55.0,Random Forest
0.738,0.9821428571428571,0.5789473684210527,0.7284768211920529,56650.0,1.0,40.0,55.0,Random Forest
0.739,0.9821428571428571,0.5789473684210527,0.7284768211920529,56650.0,1.0,40.0,55.0,Random Forest
0.74,0.9821428571428571,0.5789473684210527,0.7284768211920529,56650.0,1.0,40.0,55.0,Random Forest
0.741,0.9821428571428571,0.5789473684210527,0.7284768211920529,56650.0,1.0,40.0,55.0,Random Forest
0.742,0.9821428571428571,0.5789473684210527,0.7284768211920529,56650.0,1.0,40.0,55.0,Random Forest
0.743,0.9821428571428571,0.5789473684210527,0.7284768211920529,56650.0,1.0,40.0,55.0,Random Forest
0.744,0.9821428571428571,0.5789473684210527,0.7284768211920529,56650.0,1.0,40.0,55.0,Random Forest
0.745,0.9821428571428571,0.5789473684210527,0.7284768211920529,56650.0,1.0,40.0,55.0,Random Forest
0.746,0.9821428571428571,0.5789473684210527,0.7284768211920529,56650.0,1.0,40.0,55.0,Random Forest
0.747,0.9818181818181818,0.5684210526315789,0.72,56650.0,1.0,41.0,54.0,Random Forest
0.748,0.9818181818181818,0.5684210526315789,0.72,56650.0,1.0,41.0,54.0,Random Forest
0.749,0.9818181818181818,0.5684210526315789,0.72,56650.0,1.0,41.0,54.0,Random Forest
0.75,0.9818181818181818,0.5684210526315789,0.72,56650.0,1.0,41.0,54.0,Random Forest
0.751,0.9818181818181818,0.5684210526315789,0.72,56650.0,1.0,41.0,54.0,Random Forest
0.752,0.9818181818181818,0.5684210526315789,0.72,56650.0,1.0,41.0,54.0,Random Forest
0.753,0.9818181818181818,0.5684210526315789,0.72,56650.0,1.0,41.0,54.0,Random Forest
0.754,0.9818181818181818,0.5684210526315789,0.72,56650.0,1.0,41.0,54.0,Random Forest
0.755,0.9818181818181818,0.5684210526315789,0.72,56650.0,1.0,41.0,54.0,Random Forest
0.756,0.9818181818181818,0.5684210526315789,0.72,56650.0,1.0,41.0,54.0,Random Forest
0.757,0.9818181818181818,0.5684210526315789,0.72,56650.0,1.0,41.0,54.0,Random Forest
0.758,0.9818181818181818,0.5684210526315789,0.72,56650.0,1.0,41.0,54.0,Random Forest
0.759,0.9818181818181818,0.5684210526315789,0.72,56650.0,1.0,41.0,54.0,Random Forest
0.76,0.9818181818181818,0.5684210526315789,0.72,56650.0,1.0,41.0,54.0,Random Forest
0.761,0.9818181818181818,0.5684210526315789,0.72,56650.0,1.0,41.0,54.0,Random Forest
0.762,0.9818181818181818,0.5684210526315789,0.72,56650.0,1.0,41.0,54.0,Random Forest
0.763,0.9818181818181818,0.5684210526315789,0.72,56650.0,1.0,41.0,54.0,Random Forest
0.764,0.9818181818181818,0.5684210526315789,0.72,56650.0,1.0,41.0,54.0,Random Forest
0.765,0.9818181818181818,0.5684210526315789,0.72,56650.0,1.0,41.0,54.0,Random Forest
0.766,0.9818181818181818,0.5684210526315789,0.72,56650.0,1.0,41.0,54.0,Random Forest
0.767,0.9818181818181818,0.5684210526315789,0.72,56650.0,1.0,41.0,54.0,Random Forest
0.768,0.9818181818181818,0.5684210526315789,0.72,56650.0,1.0,41.0,54.0,Random Forest
0.769,0.9818181818181818,0.5684210526315789,0.72,56650.0,1.0,41.0,54.0,Random Forest
0.77,0.9818181818181818,0.5684210526315789,0.72,56650.0,1.0,41.0,54.0,Random Forest
0.771,0.9814814814814815,0.5578947368421052,0.7114093959731543,56650.0,1.0,42.0,53.0,Random Forest
0.772,0.9814814814814815,0.5578947368421052,0.7114093959731543,56650.0,1.0,42.0,53.0,Random Forest
0.773,0.9814814814814815,0.5578947368421052,0.7114093959731543,56650.0,1.0,42.0,53.0,Random Forest
0.774,0.9814814814814815,0.5578947368421052,0.7114093959731543,56650.0,1.0,42.0,53.0,Random Forest
0.775,0.9814814814814815,0.5578947368421052,0.7114093959731543,56650.0,1.0,42.0,53.0,Random Forest
0.776,0.9814814814814815,0.5578947368421052,0.7114093959731543,56650.0,1.0,42.0,53.0,Random Forest
0.777,0.9811320754716981,0.5473684210526316,0.7027027027027027,56650.0,1.0,43.0,52.0,Random Forest
0.778,0.9811320754716981,0.5473684210526316,0.7027027027027027,56650.0,1.0,43.0,52.0,Random Forest
0.779,0.9811320754716981,0.5473684210526316,0.7027027027027027,56650.0,1.0,43.0,52.0,Random Forest
0.78,0.9811320754716981,0.5473684210526316,0.7027027027027027,56650.0,1.0,43.0,52.0,Random Forest
0.781,0.9811320754716981,0.5473684210526316,0.7027027027027027,56650.0,1.0,43.0,52.0,Random Forest
0.782,0.9811320754716981,0.5473684210526316,0.7027027027027027,56650.0,1.0,43.0,52.0,Random Forest
0.783,0.9811320754716981,0.5473684210526316,0.7027027027027027,56650.0,1.0,43.0,52.0,Random Forest
0.784,0.9811320754716981,0.5473684210526316,0.7027027027027027,56650.0,1.0,43.0,52.0,Random Forest
0.785,0.9811320754716981,0.5473684210526316,0.7027027027027027,56650.0,1.0,43.0,52.0,Random Forest
0.786,0.9811320754716981,0.5473684210526316,0.7027027027027027,56650.0,1.0,43.0,52.0,Random Forest
0.787,0.9811320754716981,0.5473684210526316,0.7027027027027027,56650.0,1.0,43.0,52.0,Random Forest
0.788,0.9811320754716981,0.5473684210526316,0.7027027027027027,56650.0,1.0,43.0,52.0,Random Forest
0.789,0.9811320754716981,0.5473684210526316,0.7027027027027027,56650.0,1.0,43.0,52.0,Random Forest
0.79,0.9811320754716981,0.5473684210526316,0.7027027027027027,56650.0,1.0,43.0,52.0,Random Forest
0.791,0.9811320754716981,0.5473684210526316,0.7027027027027027,56650.0,1.0,43.0,52.0,Random Forest
0.792,0.9811320754716981,0.5473684210526316,0.7027027027027027,56650.0,1.0,43.0,52.0,Random Forest
0.793,0.9811320754716981,0.5473684210526316,0.7027027027027027,56650.0,1.0,43.0,52.0,Random Forest
0.794,0.9811320754716981,0.5473684210526316,0.7027027027027027,56650.0,1.0,43.0,52.0,Random Forest
0.795,0.9811320754716981,0.5473684210526316,0.7027027027027027,56650.0,1.0,43.0,52.0,Random Forest
0.796,0.9811320754716981,0.5473684210526316,0.7027027027027027,56650.0,1.0,43.0,52.0,Random Forest
0.797,0.9811320754716981,0.5473684210526316,0.7027027027027027,56650.0,1.0,43.0,52.0,Random Forest
0.798,0.9811320754716981,0.5473684210526316,0.7027027027027027,56650.0,1.0,43.0,52.0,Random Forest
0.799,0.9811320754716981,0.5473684210526316,0.7027027027027027,56650.0,1.0,43.0,52.0,Random Forest
0.8,0.9811320754716981,0.5473684210526316,0.7027027027027027,56650.0,1.0,43.0,52.0,Random Forest
0.801,0.9811320754716981,0.5473684210526316,0.7027027027027027,56650.0,1.0,43.0,52.0,Random Forest
0.802,0.9811320754716981,0.5473684210526316,0.7027027027027027,56650.0,1.0,43.0,52.0,Random Forest
0.803,0.9811320754716981,0.5473684210526316,0.7027027027027027,56650.0,1.0,43.0,52.0,Random Forest
0.804,0.9807692307692307,0.5368421052631579,0.6938775510204082,56650.0,1.0,44.0,51.0,Random Forest
0.805,0.9807692307692307,0.5368421052631579,0.6938775510204082,56650.0,1.0,44.0,51.0,Random Forest
0.806,0.9807692307692307,0.5368421052631579,0.6938775510204082,56650.0,1.0,44.0,51.0,Random Forest
0.807,0.9803921568627451,0.5263157894736842,0.684931506849315,56650.0,1.0,45.0,50.0,Random Forest
