threshold,precision,recall,f1_score,tn,fp,fn,tp,model_name
2.715777952537544e-05,0.003637067130973109,0.9894736842105263,0.0072474942174248266,30900.0,25751.0,1.0,94.0,XGBoost
2.7678156171036377e-05,0.0036770458457205447,0.9894736842105263,0.0073268638684282315,31181.0,25470.0,1.0,94.0,XGBoost
2.8187565840198657e-05,0.003717766176237937,0.9894736842105263,0.0074076992789314,31461.0,25190.0,1.0,94.0,XGBoost
2.8744238691367416e-05,0.0037595488541375035,0.9894736842105263,0.00749063670411985,31742.0,24909.0,1.0,94.0,XGBoost
2.9295414672312543e-05,0.0038022813688212928,0.9894736842105263,0.007575452310915904,32023.0,24628.0,1.0,94.0,XGBoost
2.9810449202407406e-05,0.003845996481322368,0.9894736842105263,0.007662210629279426,32304.0,24347.0,1.0,94.0,XGBoost
3.0436672742243075e-05,0.003890728476821192,0.9894736842105263,0.007750979179550608,32585.0,24066.0,1.0,94.0,XGBoost
3.100603346617638e-05,0.003936513254323883,0.9894736842105263,0.007841828647701677,32866.0,23785.0,1.0,94.0,XGBoost
3.16084604657424e-05,0.00398338842274769,0.9894736842105263,0.007934833073059554,33147.0,23504.0,1.0,94.0,XGBoost
3.219347576801242e-05,0.003988335191697401,0.9789473684210527,0.00794430444624781,33426.0,23225.0,2.0,93.0,XGBoost
3.28180132783018e-05,0.004036983982289361,0.9789473684210527,0.008040809268545737,33707.0,22944.0,2.0,93.0,XGBoost
3.348584157885687e-05,0.00408683424151872,0.9789473684210527,0.00813968754102665,33988.0,22663.0,2.0,93.0,XGBoost
3.416318043243584e-05,0.004137931034482759,0.9789473684210527,0.00824102791315906,34269.0,22382.0,2.0,93.0,XGBoost
3.488588408799842e-05,0.004190321708569884,0.9789473684210527,0.008344923504867872,34550.0,22101.0,2.0,93.0,XGBoost
3.563200501627183e-05,0.0042440560397937295,0.9789473684210527,0.008451472191930208,34831.0,21820.0,2.0,93.0,XGBoost
3.641398996643891e-05,0.004299186390532545,0.9789473684210527,0.008560776913517743,35112.0,21539.0,2.0,93.0,XGBoost
3.7199042046929456e-05,0.004355563881603597,0.9789473684210527,0.008672541614211778,35392.0,21259.0,2.0,93.0,XGBoost
3.797306258506564e-05,0.004413649091167956,0.9789473684210527,0.008787678352074082,35673.0,20978.0,2.0,93.0,XGBoost
3.874615948999153e-05,0.004473304473304474,0.9789473684210527,0.008905913334929376,35954.0,20697.0,2.0,93.0,XGBoost
3.950372225848365e-05,0.004534594568238334,0.9789473684210527,0.00902737332556785,36235.0,20416.0,2.0,93.0,XGBoost
4.0308380200506435e-05,0.004597587502471821,0.9789473684210527,0.009152192097623382,36516.0,20135.0,2.0,93.0,XGBoost
4.114485372238878e-05,0.0046623552413896825,0.9789473684210527,0.009280510927053188,36797.0,19854.0,2.0,93.0,XGBoost
4.2140705772908404e-05,0.004728733411298113,0.9789473684210527,0.009412002833721284,37077.0,19574.0,2.0,93.0,XGBoost
4.300274727442726e-05,0.004797276385020118,0.9789473684210527,0.009547764488475951,37358.0,19293.0,2.0,93.0,XGBoost
4.3875780283997296e-05,0.004867835645119079,0.9789473684210527,0.0096875,37639.0,19012.0,2.0,93.0,XGBoost
4.48628818214109e-05,0.004940501487462813,0.9789473684210527,0.00983138643691527,37920.0,18731.0,2.0,93.0,XGBoost
4.5815754261142985e-05,0.005015369681281346,0.9789473684210527,0.009979611546303252,38201.0,18450.0,2.0,93.0,XGBoost
4.6899146069666704e-05,0.005092541890263936,0.9789473684210527,0.010132374571008334,38482.0,18169.0,2.0,93.0,XGBoost
4.8037368734102606e-05,0.005172126133140538,0.9789473684210527,0.010289887143173268,38763.0,17888.0,2.0,93.0,XGBoost
4.9210408377058974e-05,0.005254237288135594,0.9789473684210527,0.010452374262433268,39044.0,17607.0,2.0,93.0,XGBoost
5.030197206162319e-05,0.00533899764624835,0.9789473684210527,0.010620075368276806,39325.0,17326.0,2.0,93.0,XGBoost
5.1483753684971646e-05,0.005426220899702433,0.9789473684210527,0.010792619241035164,39605.0,17046.0,2.0,93.0,XGBoost
5.2754487693495034e-05,0.005516668643967256,0.9789473684210527,0.01097150946735091,39886.0,16765.0,2.0,93.0,XGBoost
5.3994235878979616e-05,0.005610182783374555,0.9789473684210527,0.011156429942418425,40167.0,16484.0,2.0,93.0,XGBoost
5.5263244344545956e-05,0.005706921944035346,0.9789473684210527,0.011347690805930084,40448.0,16203.0,2.0,93.0,XGBoost
5.664598938892594e-05,0.005807055885107711,0.9789473684210527,0.01154562383612663,40729.0,15922.0,2.0,93.0,XGBoost
5.808231203859164e-05,0.005910766492945215,0.9789473684210527,0.011750584370459284,41010.0,15641.0,2.0,93.0,XGBoost
5.948148007684556e-05,0.006018248883711901,0.9789473684210527,0.011962953434525341,41291.0,15360.0,2.0,93.0,XGBoost
6.108116666093173e-05,0.006129308640347986,0.9789473684210527,0.01218234215352371,41571.0,15080.0,2.0,93.0,XGBoost
6.279544388896524e-05,0.006244963738920225,0.9789473684210527,0.012410755988523387,41852.0,14799.0,2.0,93.0,XGBoost
6.446999564518172e-05,0.00636506741496133,0.9789473684210527,0.012647898816809465,42133.0,14518.0,2.0,93.0,XGBoost
6.618096482601355e-05,0.006489881367759944,0.9789473684210527,0.012894280762564991,42414.0,14237.0,2.0,93.0,XGBoost
6.806862279931508e-05,0.00661968823403801,0.9789473684210527,0.013150452488687783,42695.0,13956.0,2.0,93.0,XGBoost
6.987512699032034e-05,0.006754793724578733,0.9789473684210527,0.013417009305345163,42976.0,13675.0,2.0,93.0,XGBoost
7.20009963763666e-05,0.006895529027952843,0.9789473684210527,0.013694595788543661,43257.0,13394.0,2.0,93.0,XGBoost
7.396826324772767e-05,0.006966002877262058,0.968421052631579,0.01383250639001654,43536.0,13115.0,3.0,92.0,XGBoost
7.635901420144362e-05,0.0071174377224199285,0.968421052631579,0.014131019122955226,43817.0,12834.0,3.0,92.0,XGBoost
7.880345537242566e-05,0.007275603005140372,0.968421052631579,0.014442700156985872,44098.0,12553.0,3.0,92.0,XGBoost
8.126645456782582e-05,0.007360077644775154,0.9578947368421052,0.014607913957781523,44378.0,12273.0,4.0,91.0,XGBoost
8.365042158402503e-05,0.007448481337416204,0.9473684210526315,0.014780752176055182,44658.0,11993.0,5.0,90.0,XGBoost
8.641952560785946e-05,0.007625826131164209,0.9473684210526315,0.015129864671765992,44939.0,11712.0,5.0,90.0,XGBoost
8.902184576568703e-05,0.007811821890460898,0.9473684210526315,0.015495867768595042,45220.0,11431.0,5.0,90.0,XGBoost
9.171732139789543e-05,0.008006405124099279,0.9473684210526315,0.01587861679604799,45500.0,11151.0,5.0,90.0,XGBoost
9.487663139059964e-05,0.008211678832116789,0.9473684210526315,0.016282225237449117,45781.0,10870.0,5.0,90.0,XGBoost
9.845322248028505e-05,0.00842775540780972,0.9473684210526315,0.016706886950064972,46062.0,10589.0,5.0,90.0,XGBoost
0.00010233856486262408,0.008655510675129832,0.9473684210526315,0.017154293338416088,46343.0,10308.0,5.0,90.0,XGBoost
0.00010586600232768846,0.008797074231491548,0.9368421052631579,0.01743047395221308,46623.0,10028.0,6.0,89.0,XGBoost
0.00010997258214047176,0.009048393655957707,0.9368421052631579,0.017923673346088007,46904.0,9747.0,6.0,89.0,XGBoost
0.00011395655687506817,0.009314495028780742,0.9368421052631579,0.01844559585492228,47185.0,9466.0,6.0,89.0,XGBoost
0.00011814351746579634,0.009595687331536389,0.9368421052631579,0.018996798292422627,47465.0,9186.0,6.0,89.0,XGBoost
0.00012268706103151823,0.009895485879475205,0.9368421052631579,0.019584112663659368,47746.0,8905.0,6.0,89.0,XGBoost
0.00012847574279558938,0.010214621829450246,0.9368421052631579,0.020208900999091735,48027.0,8624.0,6.0,89.0,XGBoost
0.00013424850271390323,0.010555028462998103,0.9368421052631579,0.02087486806614284,48308.0,8343.0,6.0,89.0,XGBoost
0.00014031589949313044,0.010918905655747761,0.9368421052631579,0.021586223623575068,48589.0,8062.0,6.0,89.0,XGBoost
0.00014693418224024637,0.011181702668360865,0.9263157894736842,0.02209667294413057,48869.0,7782.0,7.0,88.0,XGBoost
0.00015501748288939256,0.011595730662801423,0.9263157894736842,0.022904737116085372,49150.0,7501.0,7.0,88.0,XGBoost
0.00016352434580436568,0.012039950745656041,0.9263157894736842,0.02377093462992977,49430.0,7221.0,7.0,88.0,XGBoost
0.0001725104020971974,0.012521343198634035,0.9263157894736842,0.024708690158641022,49711.0,6940.0,7.0,88.0,XGBoost
0.0001824217644752933,0.013042833852082407,0.9263157894736842,0.02572347266881029,49992.0,6659.0,7.0,88.0,XGBoost
0.0001924628315133634,0.01360965047943087,0.9263157894736842,0.026825179088553575,50273.0,6378.0,7.0,88.0,XGBoost
0.0002051300892410585,0.014227970897332255,0.9263157894736842,0.02802547770700637,50554.0,6097.0,7.0,88.0,XGBoost
0.0002186949839762581,0.014905149051490514,0.9263157894736842,0.029338223037172862,50835.0,5816.0,7.0,88.0,XGBoost
0.00023399013443849988,0.015650008892050506,0.9263157894736842,0.030779993004547045,51116.0,5535.0,7.0,88.0,XGBoost
0.00025044700331901227,0.01647014785700917,0.9263157894736842,0.032364840014711294,51396.0,5255.0,7.0,88.0,XGBoost
0.0002701211513009515,0.01738443303042276,0.9263157894736842,0.034128369206903236,51677.0,4974.0,7.0,88.0,XGBoost
0.0002913927773161872,0.018197029910060655,0.9157894736842105,0.03568498769483183,51957.0,4694.0,8.0,87.0,XGBoost
0.0003142076496839185,0.019333333333333334,0.9157894736842105,0.037867247007616976,52238.0,4413.0,8.0,87.0,XGBoost
0.0003413780132012272,0.020621000237022992,0.9157894736842105,0.04033379694019471,52519.0,4132.0,8.0,87.0,XGBoost
0.00037330156469992726,0.022092432706957845,0.9157894736842105,0.04314406149268535,52800.0,3851.0,8.0,87.0,XGBoost
0.00041397990426048634,0.02351654361498496,0.9052631578947369,0.04584221748400853,53080.0,3571.0,9.0,86.0,XGBoost
0.0004535703324522316,0.02487414865265028,0.8842105263157894,0.04838709677419355,53358.0,3293.0,11.0,84.0,XGBoost
0.0005042101468213582,0.027131782945736434,0.8842105263157894,0.05264807270448135,53639.0,3012.0,11.0,84.0,XGBoost
0.0005699177608634763,0.02984014209591474,0.8842105263157894,0.0577319587628866,53920.0,2731.0,11.0,84.0,XGBoost
0.0006468282070603544,0.03314917127071823,0.8842105263157894,0.06390262457208064,54201.0,2450.0,11.0,84.0,XGBoost
0.0007440366972745813,0.03683976919662672,0.8736842105263158,0.0706984667802385,54481.0,2170.0,12.0,83.0,XGBoost
0.0008869180995547654,0.04208924949290061,0.8736842105263158,0.0803096274794388,54762.0,1889.0,12.0,83.0,XGBoost
0.001,0.04603438713255685,0.8736842105263158,0.0874604847207587,54931.0,1720.0,12.0,83.0,XGBoost
0.0010707168072588993,0.04908338261383797,0.8736842105263158,0.0929451287793953,55043.0,1608.0,12.0,83.0,XGBoost
0.0013484422847713183,0.058823529411764705,0.8736842105263158,0.1102257636122178,55323.0,1328.0,12.0,83.0,XGBoost
0.0017726270704191492,0.07345132743362832,0.8736842105263158,0.13551020408163264,55604.0,1047.0,12.0,83.0,XGBoost
0.002,0.07961165048543689,0.8631578947368421,0.14577777777777778,55703.0,948.0,13.0,82.0,XGBoost
0.0025605652015656265,0.09658421672555949,0.8631578947368421,0.17372881355932204,55884.0,767.0,13.0,82.0,XGBoost
0.003,0.1105121293800539,0.8631578947368421,0.1959378733572282,55991.0,660.0,13.0,82.0,XGBoost
0.004,0.13781512605042018,0.8631578947368421,0.23768115942028986,56138.0,513.0,13.0,82.0,XGBoost
0.0042694404721260225,0.1443661971830986,0.8631578947368421,0.2473604826546003,56165.0,486.0,13.0,82.0,XGBoost
0.005,0.1673469387755102,0.8631578947368421,0.28034188034188035,56243.0,408.0,13.0,82.0,XGBoost
0.006,0.19158878504672897,0.8631578947368421,0.3135755258126195,56305.0,346.0,13.0,82.0,XGBoost
0.007,0.21079691516709512,0.8631578947368421,0.33884297520661155,56344.0,307.0,13.0,82.0,XGBoost
0.008,0.22162162162162163,0.8631578947368421,0.35268817204301073,56363.0,288.0,13.0,82.0,XGBoost
0.009000000000000001,0.24770642201834864,0.8526315789473684,0.38388625592417064,56405.0,246.0,14.0,81.0,XGBoost
0.01,0.2647058823529412,0.8526315789473684,0.40399002493765584,56426.0,225.0,14.0,81.0,XGBoost
0.011,0.28125,0.8526315789473684,0.42297650130548303,56444.0,207.0,14.0,81.0,XGBoost
0.012,0.2977941176470588,0.8526315789473684,0.44141689373297005,56460.0,191.0,14.0,81.0,XGBoost
0.013000000000000001,0.3103448275862069,0.8526315789473684,0.4550561797752809,56471.0,180.0,14.0,81.0,XGBoost
0.014,0.32142857142857145,0.8526315789473684,0.4668587896253602,56480.0,171.0,14.0,81.0,XGBoost
0.015,0.3306122448979592,0.8526315789473684,0.4764705882352941,56487.0,164.0,14.0,81.0,XGBoost
0.016,0.3537117903930131,0.8526315789473684,0.5,56503.0,148.0,14.0,81.0,XGBoost
0.017,0.36818181818181817,0.8526315789473684,0.5142857142857142,56512.0,139.0,14.0,81.0,XGBoost
0.018000000000000002,0.37850467289719625,0.8526315789473684,0.5242718446601942,56518.0,133.0,14.0,81.0,XGBoost
0.019,0.3875598086124402,0.8526315789473684,0.5328947368421053,56523.0,128.0,14.0,81.0,XGBoost
0.02,0.39901477832512317,0.8526315789473684,0.5436241610738255,56529.0,122.0,14.0,81.0,XGBoost
0.021,0.41116751269035534,0.8526315789473684,0.5547945205479452,56535.0,116.0,14.0,81.0,XGBoost
0.022,0.42857142857142855,0.8526315789473684,0.5704225352112676,56543.0,108.0,14.0,81.0,XGBoost
0.023,0.43783783783783786,0.8526315789473684,0.5785714285714286,56547.0,104.0,14.0,81.0,XGBoost
0.024,0.45251396648044695,0.8526315789473684,0.5912408759124088,56553.0,98.0,14.0,81.0,XGBoost
0.025,0.4576271186440678,0.8526315789473684,0.5955882352941176,56555.0,96.0,14.0,81.0,XGBoost
0.026000000000000002,0.4682080924855491,0.8526315789473684,0.6044776119402985,56559.0,92.0,14.0,81.0,XGBoost
0.027,0.47337278106508873,0.8421052631578947,0.6060606060606061,56562.0,89.0,15.0,80.0,XGBoost
0.028,0.48484848484848486,0.8421052631578947,0.6153846153846154,56566.0,85.0,15.0,80.0,XGBoost
0.029,0.4878048780487805,0.8421052631578947,0.6177606177606177,56567.0,84.0,15.0,80.0,XGBoost
0.03,0.5031847133757962,0.8315789473684211,0.626984126984127,56573.0,78.0,16.0,79.0,XGBoost
0.031,0.5163398692810458,0.8315789473684211,0.6370967741935484,56577.0,74.0,16.0,79.0,XGBoost
0.032,0.5231788079470199,0.8315789473684211,0.6422764227642277,56579.0,72.0,16.0,79.0,XGBoost
0.033,0.5374149659863946,0.8315789473684211,0.6528925619834711,56583.0,68.0,16.0,79.0,XGBoost
0.034,0.541095890410959,0.8315789473684211,0.6556016597510373,56584.0,67.0,16.0,79.0,XGBoost
0.035,0.5454545454545454,0.8210526315789474,0.6554621848739496,56586.0,65.0,17.0,78.0,XGBoost
0.036000000000000004,0.5531914893617021,0.8210526315789474,0.6610169491525424,56588.0,63.0,17.0,78.0,XGBoost
0.037,0.5571428571428572,0.8210526315789474,0.6638297872340425,56589.0,62.0,17.0,78.0,XGBoost
0.038,0.5611510791366906,0.8210526315789474,0.6666666666666666,56590.0,61.0,17.0,78.0,XGBoost
0.039,0.5652173913043478,0.8210526315789474,0.6695278969957081,56591.0,60.0,17.0,78.0,XGBoost
0.04,0.5735294117647058,0.8210526315789474,0.6753246753246753,56593.0,58.0,17.0,78.0,XGBoost
0.041,0.5735294117647058,0.8210526315789474,0.6753246753246753,56593.0,58.0,17.0,78.0,XGBoost
0.042,0.5735294117647058,0.8210526315789474,0.6753246753246753,56593.0,58.0,17.0,78.0,XGBoost
0.043000000000000003,0.5735294117647058,0.8210526315789474,0.6753246753246753,56593.0,58.0,17.0,78.0,XGBoost
0.044,0.5777777777777777,0.8210526315789474,0.6782608695652174,56594.0,57.0,17.0,78.0,XGBoost
0.045,0.5864661654135338,0.8210526315789474,0.6842105263157895,56596.0,55.0,17.0,78.0,XGBoost
0.046,0.5909090909090909,0.8210526315789474,0.6872246696035242,56597.0,54.0,17.0,78.0,XGBoost
0.047,0.6,0.8210526315789474,0.6933333333333334,56599.0,52.0,17.0,78.0,XGBoost
0.048,0.6,0.8210526315789474,0.6933333333333334,56599.0,52.0,17.0,78.0,XGBoost
0.049,0.6,0.8210526315789474,0.6933333333333334,56599.0,52.0,17.0,78.0,XGBoost
0.05,0.609375,0.8210526315789474,0.6995515695067265,56601.0,50.0,17.0,78.0,XGBoost
0.051000000000000004,0.6141732283464567,0.8210526315789474,0.7027027027027027,56602.0,49.0,17.0,78.0,XGBoost
0.052000000000000005,0.6190476190476191,0.8210526315789474,0.7058823529411765,56603.0,48.0,17.0,78.0,XGBoost
0.053,0.6190476190476191,0.8210526315789474,0.7058823529411765,56603.0,48.0,17.0,78.0,XGBoost
0.054,0.6190476190476191,0.8210526315789474,0.7058823529411765,56603.0,48.0,17.0,78.0,XGBoost
0.055,0.6190476190476191,0.8210526315789474,0.7058823529411765,56603.0,48.0,17.0,78.0,XGBoost
0.056,0.6190476190476191,0.8210526315789474,0.7058823529411765,56603.0,48.0,17.0,78.0,XGBoost
0.057,0.6190476190476191,0.8210526315789474,0.7058823529411765,56603.0,48.0,17.0,78.0,XGBoost
0.058,0.624,0.8210526315789474,0.7090909090909091,56604.0,47.0,17.0,78.0,XGBoost
0.059000000000000004,0.624,0.8210526315789474,0.7090909090909091,56604.0,47.0,17.0,78.0,XGBoost
0.06,0.624,0.8210526315789474,0.7090909090909091,56604.0,47.0,17.0,78.0,XGBoost
0.061,0.624,0.8210526315789474,0.7090909090909091,56604.0,47.0,17.0,78.0,XGBoost
0.062,0.624,0.8210526315789474,0.7090909090909091,56604.0,47.0,17.0,78.0,XGBoost
0.063,0.6290322580645161,0.8210526315789474,0.7123287671232876,56605.0,46.0,17.0,78.0,XGBoost
0.064,0.6290322580645161,0.8210526315789474,0.7123287671232876,56605.0,46.0,17.0,78.0,XGBoost
0.065,0.6290322580645161,0.8210526315789474,0.7123287671232876,56605.0,46.0,17.0,78.0,XGBoost
0.066,0.6290322580645161,0.8210526315789474,0.7123287671232876,56605.0,46.0,17.0,78.0,XGBoost
0.067,0.6290322580645161,0.8210526315789474,0.7123287671232876,56605.0,46.0,17.0,78.0,XGBoost
0.068,0.6290322580645161,0.8210526315789474,0.7123287671232876,56605.0,46.0,17.0,78.0,XGBoost
0.069,0.6290322580645161,0.8210526315789474,0.7123287671232876,56605.0,46.0,17.0,78.0,XGBoost
0.07,0.6341463414634146,0.8210526315789474,0.7155963302752294,56606.0,45.0,17.0,78.0,XGBoost
0.07100000000000001,0.639344262295082,0.8210526315789474,0.7188940092165899,56607.0,44.0,17.0,78.0,XGBoost
0.07200000000000001,0.639344262295082,0.8210526315789474,0.7188940092165899,56607.0,44.0,17.0,78.0,XGBoost
0.073,0.65,0.8210526315789474,0.7255813953488373,56609.0,42.0,17.0,78.0,XGBoost
0.074,0.6554621848739496,0.8210526315789474,0.7289719626168224,56610.0,41.0,17.0,78.0,XGBoost
0.075,0.6554621848739496,0.8210526315789474,0.7289719626168224,56610.0,41.0,17.0,78.0,XGBoost
0.076,0.6610169491525424,0.8210526315789474,0.7323943661971831,56611.0,40.0,17.0,78.0,XGBoost
0.077,0.6666666666666666,0.8210526315789474,0.7358490566037735,56612.0,39.0,17.0,78.0,XGBoost
0.078,0.6666666666666666,0.8210526315789474,0.7358490566037735,56612.0,39.0,17.0,78.0,XGBoost
0.079,0.6782608695652174,0.8210526315789474,0.7428571428571429,56614.0,37.0,17.0,78.0,XGBoost
0.08,0.6902654867256637,0.8210526315789474,0.75,56616.0,35.0,17.0,78.0,XGBoost
0.081,0.6964285714285714,0.8210526315789474,0.7536231884057971,56617.0,34.0,17.0,78.0,XGBoost
0.082,0.6964285714285714,0.8210526315789474,0.7536231884057971,56617.0,34.0,17.0,78.0,XGBoost
0.083,0.6964285714285714,0.8210526315789474,0.7536231884057971,56617.0,34.0,17.0,78.0,XGBoost
0.084,0.6964285714285714,0.8210526315789474,0.7536231884057971,56617.0,34.0,17.0,78.0,XGBoost
0.085,0.6964285714285714,0.8210526315789474,0.7536231884057971,56617.0,34.0,17.0,78.0,XGBoost
0.08600000000000001,0.7027027027027027,0.8210526315789474,0.7572815533980582,56618.0,33.0,17.0,78.0,XGBoost
0.08700000000000001,0.7027027027027027,0.8210526315789474,0.7572815533980582,56618.0,33.0,17.0,78.0,XGBoost
0.088,0.7027027027027027,0.8210526315789474,0.7572815533980582,56618.0,33.0,17.0,78.0,XGBoost
0.089,0.7027027027027027,0.8210526315789474,0.7572815533980582,56618.0,33.0,17.0,78.0,XGBoost
0.09,0.7027027027027027,0.8210526315789474,0.7572815533980582,56618.0,33.0,17.0,78.0,XGBoost
0.091,0.7027027027027027,0.8210526315789474,0.7572815533980582,56618.0,33.0,17.0,78.0,XGBoost
0.092,0.7027027027027027,0.8210526315789474,0.7572815533980582,56618.0,33.0,17.0,78.0,XGBoost
0.093,0.7027027027027027,0.8210526315789474,0.7572815533980582,56618.0,33.0,17.0,78.0,XGBoost
0.094,0.7027027027027027,0.8210526315789474,0.7572815533980582,56618.0,33.0,17.0,78.0,XGBoost
0.095,0.7027027027027027,0.8210526315789474,0.7572815533980582,56618.0,33.0,17.0,78.0,XGBoost
0.096,0.7027027027027027,0.8210526315789474,0.7572815533980582,56618.0,33.0,17.0,78.0,XGBoost
0.097,0.7027027027027027,0.8210526315789474,0.7572815533980582,56618.0,33.0,17.0,78.0,XGBoost
0.098,0.7090909090909091,0.8210526315789474,0.7609756097560976,56619.0,32.0,17.0,78.0,XGBoost
0.099,0.7090909090909091,0.8210526315789474,0.7609756097560976,56619.0,32.0,17.0,78.0,XGBoost
0.1,0.7090909090909091,0.8210526315789474,0.7609756097560976,56619.0,32.0,17.0,78.0,XGBoost
0.101,0.7090909090909091,0.8210526315789474,0.7609756097560976,56619.0,32.0,17.0,78.0,XGBoost
0.10200000000000001,0.7090909090909091,0.8210526315789474,0.7609756097560976,56619.0,32.0,17.0,78.0,XGBoost
0.10300000000000001,0.7090909090909091,0.8210526315789474,0.7609756097560976,56619.0,32.0,17.0,78.0,XGBoost
0.10400000000000001,0.7090909090909091,0.8210526315789474,0.7609756097560976,56619.0,32.0,17.0,78.0,XGBoost
0.105,0.7090909090909091,0.8210526315789474,0.7609756097560976,56619.0,32.0,17.0,78.0,XGBoost
0.106,0.7090909090909091,0.8210526315789474,0.7609756097560976,56619.0,32.0,17.0,78.0,XGBoost
0.107,0.7155963302752294,0.8210526315789474,0.7647058823529411,56620.0,31.0,17.0,78.0,XGBoost
0.108,0.7155963302752294,0.8210526315789474,0.7647058823529411,56620.0,31.0,17.0,78.0,XGBoost
0.109,0.7155963302752294,0.8210526315789474,0.7647058823529411,56620.0,31.0,17.0,78.0,XGBoost
0.11,0.7155963302752294,0.8210526315789474,0.7647058823529411,56620.0,31.0,17.0,78.0,XGBoost
0.111,0.7155963302752294,0.8210526315789474,0.7647058823529411,56620.0,31.0,17.0,78.0,XGBoost
0.112,0.7155963302752294,0.8210526315789474,0.7647058823529411,56620.0,31.0,17.0,78.0,XGBoost
0.113,0.7222222222222222,0.8210526315789474,0.7684729064039408,56621.0,30.0,17.0,78.0,XGBoost
0.114,0.7289719626168224,0.8210526315789474,0.7722772277227723,56622.0,29.0,17.0,78.0,XGBoost
0.115,0.7289719626168224,0.8210526315789474,0.7722772277227723,56622.0,29.0,17.0,78.0,XGBoost
0.116,0.7289719626168224,0.8210526315789474,0.7722772277227723,56622.0,29.0,17.0,78.0,XGBoost
0.117,0.7289719626168224,0.8210526315789474,0.7722772277227723,56622.0,29.0,17.0,78.0,XGBoost
0.11800000000000001,0.7289719626168224,0.8210526315789474,0.7722772277227723,56622.0,29.0,17.0,78.0,XGBoost
0.11900000000000001,0.7289719626168224,0.8210526315789474,0.7722772277227723,56622.0,29.0,17.0,78.0,XGBoost
0.12,0.7289719626168224,0.8210526315789474,0.7722772277227723,56622.0,29.0,17.0,78.0,XGBoost
0.121,0.7289719626168224,0.8210526315789474,0.7722772277227723,56622.0,29.0,17.0,78.0,XGBoost
0.122,0.7289719626168224,0.8210526315789474,0.7722772277227723,56622.0,29.0,17.0,78.0,XGBoost
0.123,0.7289719626168224,0.8210526315789474,0.7722772277227723,56622.0,29.0,17.0,78.0,XGBoost
0.124,0.7289719626168224,0.8210526315789474,0.7722772277227723,56622.0,29.0,17.0,78.0,XGBoost
0.125,0.7358490566037735,0.8210526315789474,0.7761194029850746,56623.0,28.0,17.0,78.0,XGBoost
0.126,0.7358490566037735,0.8210526315789474,0.7761194029850746,56623.0,28.0,17.0,78.0,XGBoost
0.127,0.7358490566037735,0.8210526315789474,0.7761194029850746,56623.0,28.0,17.0,78.0,XGBoost
0.128,0.7358490566037735,0.8210526315789474,0.7761194029850746,56623.0,28.0,17.0,78.0,XGBoost
0.129,0.7358490566037735,0.8210526315789474,0.7761194029850746,56623.0,28.0,17.0,78.0,XGBoost
0.13,0.7358490566037735,0.8210526315789474,0.7761194029850746,56623.0,28.0,17.0,78.0,XGBoost
0.131,0.7358490566037735,0.8210526315789474,0.7761194029850746,56623.0,28.0,17.0,78.0,XGBoost
0.132,0.7358490566037735,0.8210526315789474,0.7761194029850746,56623.0,28.0,17.0,78.0,XGBoost
0.133,0.7428571428571429,0.8210526315789474,0.78,56624.0,27.0,17.0,78.0,XGBoost
0.134,0.75,0.8210526315789474,0.7839195979899497,56625.0,26.0,17.0,78.0,XGBoost
0.135,0.75,0.8210526315789474,0.7839195979899497,56625.0,26.0,17.0,78.0,XGBoost
0.136,0.75,0.8210526315789474,0.7839195979899497,56625.0,26.0,17.0,78.0,XGBoost
0.137,0.7572815533980582,0.8210526315789474,0.7878787878787878,56626.0,25.0,17.0,78.0,XGBoost
0.138,0.7572815533980582,0.8210526315789474,0.7878787878787878,56626.0,25.0,17.0,78.0,XGBoost
0.139,0.7572815533980582,0.8210526315789474,0.7878787878787878,56626.0,25.0,17.0,78.0,XGBoost
0.14,0.7647058823529411,0.8210526315789474,0.7918781725888325,56627.0,24.0,17.0,78.0,XGBoost
0.14100000000000001,0.7647058823529411,0.8210526315789474,0.7918781725888325,56627.0,24.0,17.0,78.0,XGBoost
0.14200000000000002,0.7647058823529411,0.8210526315789474,0.7918781725888325,56627.0,24.0,17.0,78.0,XGBoost
0.14300000000000002,0.7647058823529411,0.8210526315789474,0.7918781725888325,56627.0,24.0,17.0,78.0,XGBoost
0.14400000000000002,0.7647058823529411,0.8210526315789474,0.7918781725888325,56627.0,24.0,17.0,78.0,XGBoost
0.145,0.7722772277227723,0.8210526315789474,0.7959183673469388,56628.0,23.0,17.0,78.0,XGBoost
0.146,0.7722772277227723,0.8210526315789474,0.7959183673469388,56628.0,23.0,17.0,78.0,XGBoost
0.147,0.78,0.8210526315789474,0.8,56629.0,22.0,17.0,78.0,XGBoost
0.148,0.78,0.8210526315789474,0.8,56629.0,22.0,17.0,78.0,XGBoost
0.149,0.78,0.8210526315789474,0.8,56629.0,22.0,17.0,78.0,XGBoost
0.15,0.78,0.8210526315789474,0.8,56629.0,22.0,17.0,78.0,XGBoost
0.151,0.78,0.8210526315789474,0.8,56629.0,22.0,17.0,78.0,XGBoost
0.152,0.78,0.8210526315789474,0.8,56629.0,22.0,17.0,78.0,XGBoost
0.153,0.7878787878787878,0.8210526315789474,0.8041237113402062,56630.0,21.0,17.0,78.0,XGBoost
0.154,0.7878787878787878,0.8210526315789474,0.8041237113402062,56630.0,21.0,17.0,78.0,XGBoost
0.155,0.7878787878787878,0.8210526315789474,0.8041237113402062,56630.0,21.0,17.0,78.0,XGBoost
